id,delta_avg,std_dev,x_coord,y_coord,ff_ratio
881f8d782dfffff,1,1,48.04209184464165,11.59451835370418,1.0
881f8d4713fffff,1,1,48.19088620321852,11.455187922589136,1.0
881f8d7819fffff,1,1,48.06998332001747,11.651219106575777,1.0
881f8d71c5fffff,1,1,48.15365671151429,11.71957815369302,0.0
881f8d7949fffff,1,1,48.04295319433418,11.537600987803922,1.0
881f8d4465fffff,0,1,48.16976264213384,11.45241312930518,1.0
881f8d7b27fffff,-2,1,48.0446455047413,11.52560544137144,0.56
881f8d7829fffff,1,1,48.0480125810847,11.603454337655965,0.0
881f8d780bfffff,1,1,48.06576943918618,11.630272819499655,1.0
881f8d7189fffff,1,1,48.150239150426536,11.743615730544514,0.14
881f8d4503fffff,1,1,48.13510445859153,11.44378954348964,1.0
881f8d471bfffff,1,1,48.198485085837966,11.452107268225287,1.0
881f8d7185fffff,-1,1,48.136716373528834,11.73770473546582,0.0
881f8d7867fffff,1,1,48.04971175346982,11.591455987955973,1.0
881f8d4e95fffff,1,1,48.080167162888216,11.477328458875103,1.0
881f8d4537fffff,-2,1,48.11228703476392,11.453024151120754,0.17
881f8d4e97fffff,1,1,48.07848173895472,11.489328184912988,1.0
881f8d7abdfffff,0,1,48.08602068048277,11.690069274960258,1.0
881f8d7807fffff,1,1,48.05223119486089,11.624391727870815,1.0
881f8d71c9fffff,0,1,48.16717727076539,11.725486755384573,1.0
881f8d4ed7fffff,1,1,48.09538825588456,11.471179515215333,0.0
881f8d4717fffff,1,1,48.18496352615166,11.4462524867325,1.0
881f8d735dfffff,0,1,48.22894484923243,11.643939316437452,1.0
881f8d7857fffff,0,1,48.071686606548525,11.639215823715723,1.0
881f8d4559fffff,1,1,48.16383865810459,11.44348053625262,1.0
881f8d7181fffff,2,1,48.14262278773607,11.746668808170757,1.0
881f8d45edfffff,1,1,48.12413838192667,11.470881107173737,1.0
881f8d706dfffff,1,1,48.19512330081348,11.680244271054098,0.0
881f8d7959fffff,1,1,48.04548744756071,11.570524171144385,1.0
881f8d718dfffff,1,1,48.14433294613758,11.734651108097356,1.0
881f8d4543fffff,1,1,48.15198801887076,11.42562064144822,1.0
881f8d781bfffff,1,1,48.06827865827344,11.663222475741778,1.0
881f8d4607fffff,1,1,48.22384449476576,11.475846170556949,1.0
881f8d455dfffff,1,1,48.15791378352389,11.434549706996478,1.0
881f8d71cbfffff,2,1,48.16546917913046,11.737507840124824,1.0
881f8d46cbfffff,1,1,48.242466149362095,11.547714015340205,1.0
881f8d7b25fffff,1,1,48.04633644171922,11.513609992147886,1.0
881f8d7833fffff,0,1,48.04120214875005,11.651448630198653,1.0
881f8d4449fffff,0,1,48.202728881363456,11.473064088845724,1.0
881f8d782bfffff,1,1,48.04631203448259,11.61545277778158,0.0
881f8d4509fffff,1,1,48.14438560338257,11.428701706377986,1.0
881f8d4c9bfffff,1,1,48.0387195722807,11.516679039577843,1.0
881f8d7813fffff,-1,1,48.060657510947244,11.666279297730224,1.0
881f8d7853fffff,-1,1,48.0776028804442,11.648160583201127,1.0
881f8d4531fffff,2,1,48.119893742291225,11.44994652931732,0.0
881f8d7ad3fffff,1,1,48.1189917404722,11.710823053878965,1.0
881f8d71abfffff,1,1,48.129098902347465,11.740757784644613,0.0
881f8d4e8bfffff,1,1,48.08946151678322,11.462253533847772,0.0
881f8d4c99fffff,1,1,48.040409827092816,11.504684807148106,1.0
881f8d7827fffff,1,1,48.03277048628048,11.609576248958705,0.0
881f8d4737fffff,1,1,48.16551509126238,11.431468598844836,1.0
881f8d7aa5fffff,1,1,48.07589890814842,11.66016507589272,0.0
881f8d7805fffff,-2,1,48.05393242597561,11.612392076551217,0.0
881f8d4eddfffff,-5,1,48.10467942788614,11.45610119237931,0.04
881f8d4731fffff,0,1,48.17311549842319,11.4283869091216,1.0
881f8d4ecbfffff,-1,1,48.10636002731161,11.444098314901076,0.0
881f8d462bfffff,0,1,48.21792491189727,11.466904358550998,1.0
881f8d78cdfffff,1,1,48.066572621254885,11.675225930161035,1.0
881f8d7021fffff,0,1,48.176496271282815,11.710408680843292,0.0
881f8d4621fffff,1,1,48.212004435907815,11.457964312385938,1.0
881f8d7023fffff,1,1,48.17479024732179,11.722430813787836,1.0
881f8d7029fffff,0,1,48.18410765901867,11.707351031953522,1.0
881f8d4547fffff,1,1,48.1460613646244,11.416693339519048,1.0
881f8d7821fffff,1,1,48.04039198223903,11.606515582296378,1.0
881f8d71a9fffff,1,1,48.13080906059745,11.728742418900657,1.0
881f8d7825fffff,-3,1,48.03447103860901,11.597580141333356,0.0
881f8d4507fffff,-1,1,48.129178072153984,11.434862092572493,0.0
881f8d4715fffff,0,1,48.1866392563693,11.434237082767524,1.0
881f8d7341fffff,0,1,48.22473070382382,11.622949761059123,1.0
881f8d453dfffff,1,1,48.12157295676423,11.437941414130522,0.0
881f8d4c93fffff,-2,1,48.03110180535389,11.519747508198698,0.0
881f8d791bfffff,2,1,48.02684933554973,11.600641350989706,0.0
881f8d7227fffff,1,1,48.22215109840275,11.692054096333896,1.0
881f8d71b9fffff,1,1,48.13329330147763,11.76173795757122,1.0
881f8d4541fffff,1,1,48.15366308706327,11.41361115539894,1.0
881f8d4e81fffff,1,1,48.08353388908801,11.453329312390764,1.0
881f8d09b7fffff,1,1,48.23654807466435,11.640873675993555,1.0
881f8d4535fffff,2,1,48.1139669417582,11.441020154857856,0.0
881f8d444bfffff,-1,1,48.201049722864646,11.485083271137272,1.0
881f8d4739fffff,-1,1,48.18071500483167,11.42530463767995,1.0
881f8d78edfffff,0,1,48.04711925419001,11.660391209270111,1.0
881f8d4ed5fffff,-1,1,48.09707092183388,11.459177653239491,0.0
881f8d71a3fffff,1,1,48.12148053276996,11.743810255780575,1.0
881f8d4c9dfffff,1,1,48.03448232423373,11.49576137886322,1.0
881f8d78e5fffff,1,1,48.03949610465725,11.663447421512949,1.0
881f8d71ddfffff,1,1,48.16375970903779,11.749529003828371,1.0
881f8d78c5fffff,1,1,48.058950784743686,11.678281628481502,0.29
881f8d4eb9fffff,0,1,48.074240010392,11.468403554894277,1.0
881f8d71d1fffff,1,1,48.16204886042729,11.761550245437634,0.0
881f8d735bfffff,1,1,48.23315533909138,11.664933152013406,1.0
881f8d09b3fffff,1,1,48.242455411624256,11.649838277847335,1.0
881f8d473bfffff,0,1,48.17903995772692,11.437318815606153,1.0
881f8d78c9fffff,1,1,48.07248683715746,11.684174316835936,0.0
881f8d09b9fffff,-5,1,48.25175182196174,11.634740652946729,0.0
881f8d454bfffff,1,1,48.1595895340414,11.422538995101164,1.0
881f8d09bbfffff,-1,1,48.250057525397146,11.64677260428475,0.2
881f8d7aa7fffff,1,1,48.07419356040664,11.672169654122015,1.0
881f8d7033fffff,-1,1,48.17727804796081,11.755444556508737,0.0
881f8d471dfffff,0,1,48.19423765399987,11.431154768056045,1.0
881f8d7953fffff,1,1,48.0361702171254,11.585584124613666,1.0
881f8d731bfffff,1,1,48.2162454078631,11.683086949338932,1.0
881f8d4523fffff,1,1,48.11564547429925,11.429016263369316,1.0
881f8d7225fffff,-2,1,48.22385160525666,11.6800252741018,0.09
881f8d78c1fffff,1,1,48.0648652089006,11.687229468780751,1.0
881f8d4e89fffff,2,1,48.09114350080039,11.450252893521071,0.0
881f8d09bdfffff,1,1,48.24584400668196,11.625776719795134,1.0
881f8d452bfffff,-4,1,48.12325079661531,11.425936404008018,0.0
881f8d7265fffff,1,1,48.24075904459487,11.661869187639804,1.0
881f8d71b5fffff,1,1,48.119768308426174,11.7558245724784,1.0
881f8d71e7fffff,-1,1,48.13251784136936,11.716727132814963,0.0
881f8d46d7fffff,0,1,48.231494118455096,11.574841608635742,1.0
881f8d4501fffff,1,1,48.1367822877519,11.43178219003718,1.0
881f8d7911fffff,1,1,48.0209272940772,11.591708207039831,0.0
881f8d4549fffff,0,1,48.16126390909494,11.410528389722415,1.0
881f8d4e87fffff,1,1,48.0759233786395,11.456405151162096,1.0
881f8d726dfffff,-3,1,48.24836184897412,11.65880464273379,0.0
881f8d4505fffff,1,1,48.130855219225175,11.42285596367695,1.0
881f8d71c3fffff,1,1,48.157854614283366,11.740562074578198,1.0
881f8d78cbfffff,0,1,48.07077873833985,11.696179062981408,1.0
881f8d783dfffff,2,1,48.04461011360093,11.627451307281502,0.0
881f8d4635fffff,-1,1,48.20864888148415,11.482004819421077,1.0
881f8d4ec1fffff,1,1,48.10043213125109,11.435174239768696,1.0
881f8d4563fffff,1,1,48.13253099157399,11.41084994118885,1.0
881f8d4ec9fffff,-1,1,48.10803925245255,11.432095541907383,0.0
881f8d71a7fffff,1,1,48.11557280058679,11.734849037863569,1.0
881f8d4c95fffff,0,1,48.02686504219879,11.498831505043936,1.0
881f8d0987fffff,3,1,48.25344473873152,11.622708789779953,0.0
881f8d4539fffff,-1,1,48.12749955029231,11.446868326822498,0.0
881f8d6349fffff,2,1,48.11386126497296,11.74686214902056,0.0
881f8d78e7fffff,-1,1,48.03778868603769,11.675446297995745,0.44
881f8d79cbfffff,0,1,48.02936525993661,11.633568732723422,1.0
881f8d4609fffff,1,1,48.239036501611466,11.469685193469324,1.0
881f8d78e9fffff,0,1,48.05303546634737,11.669335542004458,0.0
881f8d4735fffff,1,1,48.16719014871951,11.419456767190066,1.0
881f8d46dbfffff,1,1,48.24500577426176,11.580726537438904,1.0
881f8d71b7fffff,0,1,48.11805470665679,11.767838966439449,1.0
881f8d7957fffff,-1,1,48.03024769901488,11.576651650301878,0.0
881f8d7817fffff,2,1,48.054741506712816,11.657334419463876,1.0
881f8d7221fffff,-1,1,48.229757085195565,11.688992969945067,0.0
881f8d4657fffff,0,1,48.243277015544905,11.490655977680198,1.0
881f8d0995fffff,1,1,48.25765873778148,11.643706349899436,1.0
881f8d634dfffff,1,1,48.10795332329139,11.737901480432832,0.0
881f8d7311fffff,2,1,48.21033881757847,11.674121563413989,1.0
881f8d7919fffff,0,1,48.02854920407143,11.588646454810489,0.0
881f8d7267fffff,0,1,48.2390612978142,11.673900183196515,1.0
881f8d4ecdfffff,1,1,48.10211067485369,11.423172690377482,0.0
881f8d7309fffff,-1,1,48.215432066274026,11.638042631724629,1.0
881f8d4727fffff,0,1,48.16293690875325,11.39851789191436,1.0
881f8d099dfffff,-1,1,48.26525904860343,11.64063951454388,0.0
881f8d0985fffff,0,1,48.2551362757704,11.610677015844589,1.0
881f8d09abfffff,-1,1,48.24753623483751,11.613746073655207,0.39
881f8d78adfffff,0,1,48.0301639506838,11.678500810005442,1.0
881f8d7945fffff,0,1,48.02940948641023,11.531740719918176,1.0
881f8d4723fffff,1,1,48.16886383054453,11.40744504234278,1.0
881f8d794dfffff,-1,1,48.03702794427437,11.528673369979437,0.14
881f8d7915fffff,1,1,48.01500436234189,11.58277681702676,1.0
881f8d78ebfffff,0,1,48.051328051050646,11.681336749229828,1.0
881f8d4661fffff,0,1,48.228871602761,11.439778830423998,1.0
881f8d7917fffff,0,1,48.01330448732072,11.594769381447811,1.0
881f8d4527fffff,1,1,48.10971710337668,11.420092874450347,0.0
881f8d79dbfffff,1,1,48.03187205829249,11.666503056338676,0.0
881f8d456bfffff,-1,1,48.140133821264,11.407767801119826,0.0
881f8d4ec5fffff,0,1,48.0945033470618,11.426251925635391,1.0
881f8d788dfffff,1,1,48.04961926076171,11.69333804008777,0.0
881f8d450dfffff,1,1,48.1384587419533,11.419774942229491,1.0
881f8d7343fffff,1,1,48.223036402859165,11.634977024667156,1.0
881f8d464dfffff,0,1,48.249979776313126,11.442552096883448,1.0
881f8d791dfffff,-2,1,48.02262647910531,11.579714522645334,0.0
881f8d0983fffff,0,1,48.25935234347927,11.63167327004888,1.0
881f8d0993fffff,1,1,48.26186907846208,11.664708193549613,0.0
881f8d7951fffff,1,1,48.03786802189261,11.573588199850294,0.0
881f8d71dbfffff,0,1,48.16795236518461,11.770520138037456,1.0
881f8d09e5fffff,1,1,48.252604642581325,11.577654679498156,1.0
881f8d7229fffff,-1,1,48.237362171219466,11.685931263457496,0.14
881f8d722dfffff,-1,1,48.23145690196518,11.676963018770126,0.0
881f8d7b21fffff,0,1,48.052262167633565,11.522536933948071,0.17
881f8d099bfffff,1,1,48.26946986913174,11.661643035533592,1.0
881f8d7235fffff,0,1,48.22635331247717,11.713053121310445,1.0
881f8d0997fffff,-2,1,48.25596375205509,11.65573951714791,0.1
881f8d46c3fffff,0,1,48.23486755313853,11.55078808845306,1.0
881f8d4e13fffff,0,1,48.0961812094411,11.414251600179382,1.0
881f8d472bfffff,1,1,48.17646285123735,11.404361113113175,1.0
881f8d4545fffff,1,1,48.14773575080725,11.404685079648845,1.0
881f8d470bfffff,1,1,48.195911314693504,11.419138349053764,1.0
881f8d09e1fffff,0,1,48.25851521091281,11.58661373990866,1.0
881f8d4755fffff,0,1,48.20350811779831,11.416054331575344,1.0
881f8d4649fffff,0,1,48.25589920851221,11.451494844382568,1.0
881f8d54a7fffff,1,1,48.25757213816378,11.43946790603839,1.0
881f8d4ee5fffff,0,1,48.07503447681485,11.411492308290718,1.0
881f8d6351fffff,1,1,48.10871839473102,11.782901946485032,1.0
881f8d6343fffff,1,1,48.104527497953605,11.76192552634283,1.0
881f8d7b2bfffff,1,1,48.05818700435656,11.531465632633909,1.0
881f8d724dfffff,3,1,48.26777350414099,11.673678633570525,0.11
881f8d7269fffff,1,1,48.2542673862367,11.667772770733766,1.0
881f8d6341fffff,1,1,48.1062410991333,11.749913464511344,1.0
881f8d720dfffff,1,1,48.25087051407191,11.691839532674996,0.0
881f8d7901fffff,-1,1,48.018399992927314,11.558791965682712,1.0
881f8d7941fffff,0,1,48.03533494300895,11.540667797302785,1.0
881f8d4569fffff,-1,1,48.14180752575261,11.39576076776136,1.0
881f8d794bfffff,-1,1,48.04125951043319,11.549596630394888,1.0
881f8d4e11fffff,1,1,48.0978576980768,11.402251381783229,1.0
881f8d799bfffff,1,1,48.01491179046885,11.684608102784056,1.0
881f8d456dfffff,1,1,48.13587841237873,11.386838219646572,1.0
881f8d7245fffff,1,1,48.2601720229348,11.676742661927776,1.0
881f8d4e17fffff,0,1,48.090250856694354,11.40533227122411,1.0
881f8d454dfffff,1,1,48.15533678002865,11.40160177662928,1.0
881f8d6353fffff,0,1,48.107001349986646,11.79491536345261,1.0
881f8d6355fffff,0,1,48.10281251969304,11.773937664872074,1.0
881f8d79e7fffff,0,1,47.99635355660811,11.612880412809549,1.0
881f8d7239fffff,1,1,48.23986276678017,11.71896610453283,1.0
881f8d54a3fffff,-1,1,48.2634913613522,11.448411193782572,1.0
881f8d0937fffff,1,1,48.24837919971705,11.556668324864653,0.0
881f8d4e1bfffff,-1,1,48.10378784447602,11.411171247284695,1.0
881f8d09a9fffff,1,1,48.24922708349624,11.60171551751921,0.0
881f8d6a49fffff,1,1,48.019116602964736,11.705548256469395,1.0
881f8d70abfffff,-1,1,48.170426374164,11.803539319700835,0.0
881f8d54a1fffff,0,1,48.26516359753335,11.436383132268112,1.0
881f8d09ebfffff,-1,1,48.264424881040185,11.595574565489718,1.0
881f8d09d9fffff,-1,1,48.28805456995914,11.631435521180029,1.0
881f8d7209fffff,1,1,48.25677377065267,11.700811851129892,1.0
881f8d78abfffff,1,1,48.0343697249748,11.699444302260488,1.0
881f8d7201fffff,1,1,48.249170007600384,11.703873038909006,1.0
881f8d7b07fffff,-1,1,48.064110951408935,11.540396088290318,0.0
881f8d40bbfffff,1,1,48.137550060972536,11.374832522698052,1.0
881f8d08a3fffff,2,1,48.28127739691566,11.679586777345316,1.0
881f8d7a93fffff,1,1,48.10204448385902,11.72894256663804,0.0
881f8d09e9fffff,2,1,48.26611296726438,11.583541845835637,0.0
881f8d093bfffff,-1,1,48.26188862790714,11.562550833619468,0.0
881f8d08a1fffff,1,1,48.28297376146231,11.667548834199511,1.0
881f8d70e3fffff,-1,1,48.17975667182766,11.788465193925813,0.0
881f8d7a9bfffff,-4,1,48.10966417048748,11.725889575162432,0.0
881f8d7993fffff,1,1,48.00728436596466,11.687660883845387,0.0
881f8d0931fffff,-1,1,48.25597668445682,11.5535942142098,0.17
881f8d09c5fffff,1,1,48.272022427015386,11.592503217238532,1.0
881f8d40b3fffff,1,1,48.12994841116506,11.377917435214268,1.0
881f8d78b9fffff,1,1,48.038571858296194,11.72039203996225,1.0
881f8d6a4bfffff,-1,1,48.01740368354685,11.717545134957948,1.0
881f8d4561fffff,1,1,48.1342053892689,11.398844026161102,1.0
881f8d7991fffff,1,1,48.00899453998813,11.67566649777534,1.0
881f8d7a91fffff,1,1,48.10375464294961,11.716931867599628,0.0
881f8d559dfffff,0,1,48.24740119446223,11.409562260286004,1.0
881f8d7085fffff,0,1,48.17804237304376,11.800490127639204,1.0
881f8d40b1fffff,1,1,48.13161937893288,11.365912966202588,1.0
881f8d09c1fffff,0,1,48.27793098792146,11.60146635432025,1.0
881f8d098dfffff,0,1,48.26273541504438,11.607607376783577,1.0
881f8d7a97fffff,0,1,48.09613474715357,11.719985407558749,1.0
881f8d631dfffff,0,1,48.09347303626479,11.788997234431127,1.0
881f8d78b7fffff,1,1,48.02331777548779,11.726492652491268,1.0
881f8d0833fffff,1,1,48.29565127279652,11.62836636046755,1.0
881f8d70b9fffff,0,1,48.174609637424375,11.824540214399626,0.0
881f8d083bfffff,0,1,48.30324707320477,11.625296618046654,1.0
881f8d46cdfffff,0,1,48.23823547343073,11.526734950249464,1.0
881f88b6c1fffff,1,1,47.98198206913087,11.56211927315784,1.0
881f8d0939fffff,1,1,48.263573267262124,11.550519521742368,1.0
881f8d0913fffff,2,1,48.27370982160377,11.580469370080394,1.0
881f8d6357fffff,0,1,48.10109616429266,11.785949879043862,1.0
881f8d792dfffff,0,1,48.000621766318126,11.532015597512991,1.0
881f8d7997fffff,1,1,48.0013669080781,11.67871982439459,0.0
881f8d0915fffff,1,1,48.26948500065855,11.559476685687962,1.0
881f8d79b9fffff,1,1,47.9971573621479,11.657788542347928,0.0
881f8d4e35fffff,1,1,48.07245447924607,11.378584850919973,0.0
881f8d0837fffff,0,1,48.28974541128929,11.619397925852176,1.0
881f8d09cdfffff,1,1,48.27961907089486,11.589431287299584,0.0
881f8d093dfffff,1,1,48.25766063660477,11.541564123989469,1.0
881f8d091bfffff,-1,1,48.28130577375774,11.57739631249532,0.42
881f8d4e3bfffff,1,1,48.08431961709309,11.39641470342226,1.0
881f8d0917fffff,1,1,48.26779967378202,11.571509218881626,1.0
881f8d0827fffff,1,1,48.28721481250543,11.586358775525367,0.0
881f8d0921fffff,1,1,48.253428995549946,11.520581721252578,1.0
881f8d4c49fffff,1,1,48.06652058196008,11.3696725660393,1.0
881f8d0935fffff,-1,1,48.25006384390873,11.544639360568132,0.0
881f8d092bfffff,1,1,48.25934320964761,11.529534130131136,1.0
881f8d0835fffff,0,1,48.29143487197531,11.607360420133135,1.0
881f8d09cbfffff,1,1,48.28383864950519,11.610431257163878,1.0
881f8d4e31fffff,0,1,48.07838749111704,11.3874988966842,1.0
881f8d7995fffff,0,1,48.00307639705492,11.666726644323088,1.0
881f8d08e7fffff,0,1,48.29226683007072,11.652444075018026,1.0
881f8d0911fffff,-3,1,48.27539583631627,11.568435615910854,0.0
881f8d6a67fffff,-1,1,47.98439671700974,11.696815767470689,0.0
881f8d0927fffff,0,1,48.24583268541844,11.523658626721836,1.0
881f8d4c4dfffff,0,1,48.06058579973908,11.360762041951595,1.0
881f8d6a29fffff,0,1,47.9826831040194,11.708806869355453,1.0
881f8d4087fffff,1,1,48.140889234890274,11.350821461709955,1.0
881f8d08c7fffff,-1,1,48.31166984942664,11.667324726202612,1.0
881f8d0901fffff,1,1,48.2728515157515,11.535411904822588,0.0
881f8d4e27fffff,-1,1,48.068193670392056,11.35767847609531,0.0
881f8d08cdfffff,0,1,48.32095861697888,11.652214163382896,1.0
881f8d08c1fffff,1,1,48.31926570651577,11.664257759838,1.0
881f8d4089fffff,0,1,48.15608705825501,11.344645421999177,1.0
881f8d6a0dfffff,0,1,47.99623019890437,11.71469986290928,0.0
881f8d0905fffff,0,1,48.266938408017424,11.526457185822574,1.0
881f8d7ab7fffff,-1,1,48.07669137258328,11.70513041116239,1.0
881f8d6a05fffff,1,1,47.9885996059873,11.71774924567417,0.0
881f8d09c9fffff,-1,1,48.28552742117783,11.598394970622778,1.0
881f8d6b4bfffff,2,1,47.97598003380668,11.654961536633133,1.0
881f8d41bbfffff,-1,1,48.0960166755528,11.312432666404844,0.0
881f8d7abbfffff,0,1,48.090224113652766,11.711030003117116,1.0
881f8d78d9fffff,1,1,48.07498121112831,11.717136446099133,1.0
881f8d724bfffff,0,1,48.271978592729546,11.69468773421852,1.0
881f8d0899fffff,1,1,48.312480245896985,11.712432992365356,1.0
881f8d6a03fffff,-1,1,47.99279885698771,11.738686960000864,0.0
