number,id,delta,x_coord,y_coord
451,881f8d7b21fffff,0,48.052262167633565,11.522536933948073
452,881f8d4727fffff,0,48.16293690875325,11.39851789191436
453,881f8d7ad7fffff,1,48.113081734233624,11.701866005266401
454,881f8d71c9fffff,0,48.16717727076539,11.725486755384573
455,881f8d4685fffff,1,48.213753081118085,11.547983577139284
456,881f8d450bfffff,1,48.142708467013364,11.440710179172138
457,881f8d7189fffff,1,48.150239150426536,11.743615730544514
458,881f8d7339fffff,1,48.19852293968363,11.656196074454627
459,881f8d735bfffff,1,48.23315533909138,11.664933152013406
460,881f8d4723fffff,1,48.16886383054453,11.40744504234278
461,881f8d46b9fffff,1,48.210378253081224,11.572030156109026
462,881fad2183fffff,0,50.87143897872662,11.260234509292783
463,881f8d7b29fffff,-1,48.05987793277377,11.519467847563101
464,881f8d7a97fffff,0,48.09613474715357,11.719985407558747
465,881f8d0837fffff,0,48.28974541128929,11.619397925852176
466,881f8d7105fffff,-1,48.14865373102396,11.653590998448232
467,881f8d78d9fffff,1,48.07498121112831,11.717136446099133
468,881f8d4451fffff,1,48.19768727444478,11.509121938149086
469,881f8d4445fffff,1,48.189208412994205,11.467204656008462
470,881f8d71ddfffff,1,48.16375970903779,11.749529003828373
471,881f8d4447fffff,1,48.18752924612361,11.479221492121837
472,881f8d099bfffff,1,48.26946986913174,11.661643035533592
473,881f8d7ac5fffff,1,48.11228478956739,11.656879603021046
474,881f8d7ac7fffff,1,48.11058151321869,11.668889888339411
475,881f8d4429fffff,1,48.166404281823766,11.47643976522518
476,881f8d7103fffff,0,48.1528630711264,11.674563816399969
477,881f8d0915fffff,1,48.26948500065855,11.559476685687962
478,881f8d7029fffff,0,48.18410765901867,11.707351031953522
479,881f8d71abfffff,1,48.129098902347465,11.740757784644613
480,881f8d7a8dfffff,1,48.102964373960035,11.671947930363581
481,881f8d6a03fffff,-1,47.99279885698771,11.738686960000864
482,881f8d09c9fffff,-1,48.28552742117783,11.598394970622778
483,881f8d442dfffff,1,48.16048166441454,11.467504724109073
484,881f8d7acbfffff,1,48.124109822850755,11.674784689556047
485,881f8d7863fffff,1,48.055632282639685,11.600392514891245
486,881f8d46e7fffff,1,48.209522271395656,11.527012502359964
487,881f8d7813fffff,-1,48.060657510947244,11.666279297730224
488,881f8d4517fffff,-1,48.1317446751224,11.467804563115472
489,881f8d7901fffff,-1,48.018399992927314,11.558791965682712
490,881f8d7b6bfffff,1,48.07510676908934,11.513327937323227
491,881f8d78edfffff,0,48.04711925419001,11.660391209270113
492,881f8d4697fffff,1,48.2146012869101,11.593008156858028
493,881f8d7b63fffff,0,48.0674927999847,11.516398182070231
494,881f8d7833fffff,0,48.04120214875005,11.651448630198653
495,881f8d726bfffff,1,48.25256964026321,11.679806109596328
496,881f8d444bfffff,-1,48.201049722864646,11.485083271137272
497,881f8d7033fffff,-1,48.17727804796081,11.755444556508735
498,881f8d7185fffff,-1,48.136716373528834,11.737704735465819
499,881f8d7309fffff,-1,48.215432066274026,11.638042631724629
500,881f8d4511fffff,1,48.139350068620764,11.46472743835156
501,881f8d7aa9fffff,1,48.08943274592201,11.666055368302402
502,881f8d473bfffff,0,48.17903995772692,11.437318815606153
503,881f8d0957fffff,1,48.28467503941376,11.553326643779512
504,881f1eb9c3fffff,0,52.13963850416204,11.6000267600583
505,881f8d46cdfffff,0,48.23823547343073,11.526734950249464
506,881f8d4621fffff,1,48.212004435907815,11.457964312385938
507,882a134021fffff,0,40.04546551792286,-75.02378225367146
508,881f8d4755fffff,0,48.20350811779831,11.416054331575344
509,881f8d7a85fffff,-1,48.0953463365476,11.6750053940787
510,881f8d7b2bfffff,1,48.058187004356554,11.531465632633907
511,881f8d4559fffff,1,48.16383865810459,11.44348053625262
512,881f8d4503fffff,1,48.13510445859153,11.44378954348964
513,881f8d78cbfffff,0,48.07077873833985,11.696179062981408
514,881f8d46edfffff,1,48.21880498815644,11.511914428979512
515,881f8d4d39fffff,1,47.99116682597487,11.343639561166148
516,881f8d730bfffff,0,48.213735695673265,11.650068855903102
517,881f8d4eb9fffff,0,48.074240010391996,11.468403554894277
518,881f8d79b9fffff,1,47.9971573621479,11.657788542347927
519,881f8d7107fffff,0,48.14695252657851,11.66560699620562
520,881f8d471bfffff,1,48.198485085837966,11.452107268225289
521,881f1d4aa3fffff,1,52.5540753515988,13.348473315673845
522,881f8d086dfffff,0,48.313363111403014,11.553058868528307
523,8882a82121fffff,0,-0.003961589688041027,11.485446184117308
524,881fab08e3fffff,-1,49.11636442157419,10.76279953159663
525,881f8d0995fffff,1,48.25765873778148,11.643706349899436
526,881f8d7b0dfffff,1,48.07341722302595,11.525327961592579
527,881f8d4717fffff,1,48.18496352615166,11.4462524867325
528,881f8d731bfffff,1,48.2162454078631,11.683086949338932
529,881f8d7319fffff,1,48.217945225408734,11.671059339753167
530,881f8d4e81fffff,1,48.08353388908801,11.453329312390764
531,881f8d78c1fffff,1,48.0648652089006,11.687229468780753
532,881f8d4441fffff,0,48.19512951424466,11.476143081287587
533,881f8d09a9fffff,1,48.249227083496244,11.60171551751921
534,881f8d4635fffff,-1,48.208648881484145,11.482004819421075
535,881f8d7abdfffff,0,48.08602068048277,11.690069274960258
536,881f8d7b3dfffff,-1,48.05649470210511,11.543463514437388
537,881f8d718dfffff,1,48.14433294613758,11.734651108097355
538,881f8d09c5fffff,1,48.272022427015386,11.592503217238532
539,881f8d7b09fffff,1,48.07934075606628,11.534259498928067
540,881f8d78e9fffff,0,48.05303546634737,11.669335542004458
541,881fae7501fffff,-1,49.63808192943969,8.458521417966585
542,881f8d08e7fffff,0,48.29226683007072,11.652444075018026
543,881f8d0923fffff,0,48.25174710916424,11.532610492344377
544,881f8d7301fffff,-1,48.20782682899072,11.641107658411006
545,881f124aa5fffff,0,51.1925640349771,7.509529319359536
546,881f8d7849fffff,1,48.08440501640616,11.600143488871419
547,881f8d7b43fffff,1,48.0869543110659,11.531190335420174
548,881f8d0983fffff,0,48.25935234347927,11.63167327004888
549,881f8d7997fffff,1,48.001366908078104,11.67871982439459
550,881f8d4533fffff,1,48.11821315312868,11.461951748515748
551,881f8d4523fffff,1,48.11564547429925,11.429016263369315
552,881f8d0985fffff,0,48.2551362757704,11.610677015844589
553,881f8d730dfffff,0,48.2095225113766,11.629082649112247
554,881f8d4563fffff,1,48.13253099157399,11.41084994118885
555,881f8d7269fffff,1,48.2542673862367,11.667772770733766
556,88df622c17fffff,2,-55.97576705951805,-68.5579909537108
557,881f8d4715fffff,0,48.186639256369304,11.434237082767524
558,881f8d4637fffff,-1,48.2069690383756,11.494025225644698
559,881f8d472bfffff,1,48.176462851237346,11.404361113113175
560,881f8d470bfffff,1,48.195911314693504,11.419138349053764
561,881f8d733bfffff,-1,48.19682380958101,11.668220130200863
562,881f8d4551fffff,1,48.156236657474025,11.446560524354158
563,881f8d083bfffff,0,48.30324707320477,11.625296618046654
564,881f8d79dbfffff,1,48.03187205829249,11.666503056338675
565,881f1eb995fffff,0,52.12227172198,11.631921015682856
566,881f8d7201fffff,1,48.249170007600384,11.703873038909006
567,881f8d6a29fffff,0,47.9826831040194,11.708806869355453
568,881f8d782dfffff,1,48.042091844641654,11.59451835370418
569,881f8d7a89fffff,0,48.10887686044385,11.680900258511057
570,881f8d40b3fffff,1,48.12994841116506,11.377917435214268
571,881f8d4e99fffff,1,48.09370421568548,11.483181479282258
572,881f8d09c1fffff,0,48.27793098792146,11.60146635432025
573,881f8d0835fffff,0,48.29143487197531,11.607360420133135
574,881f8d46ebfffff,0,48.22303834458127,11.532885852069098
575,881f8d4ee5fffff,0,48.07503447681485,11.411492308290718
576,881f8d7341fffff,0,48.22473070382382,11.622949761059125
577,883fb332cdfffff,0,28.132429497399364,11.502144724798884
578,881f8d7855fffff,1,48.07338851792849,11.62721262821432
579,881f8d464dfffff,0,48.249979776313126,11.442552096883448
580,881f8d4c95fffff,0,48.026865042198786,11.498831505043936
581,881f88b2edfffff,0,47.94622300430256,11.305332514165357
582,881f8d446bfffff,1,48.181607936622186,11.470283607152032
583,881f8d4405fffff,-1,48.17232600757257,11.485376569555596
584,881f8d4469fffff,0,48.183286419591944,11.458267995212525
585,881f15ad31fffff,0,53.55057082238807,10.005745021485602
586,881f18b2c5fffff,0,52.47190565264104,13.456299495923208
587,881f8d7945fffff,0,48.02940948641023,11.531740719918176
588,881f8d7a27fffff,-1,48.086102112404056,11.588139439662653
589,8882a82a57fffff,-1,0.0030689701428696405,11.506149654608938
590,881f8d45a5fffff,1,48.099629383230905,11.492110441199369
591,881f8d6353fffff,0,48.107001349986646,11.79491536345261
592,881f8d08c1fffff,1,48.31926570651577,11.664257759838
593,881fabb263fffff,0,49.71778079191851,11.071267968698669
594,881f8d7857fffff,0,48.071686606548525,11.639215823715725
595,881f8d46c3fffff,0,48.23486755313853,11.55078808845306
596,881fa95815fffff,0,49.89627781859931,10.878366118283799
597,881f8d09d9fffff,-1,48.288054569959144,11.631435521180029
598,881f8d09cbfffff,1,48.28383864950519,11.610431257163878
599,881f8d46e5fffff,1,48.211205554675715,11.514990674343137
600,881f8d46e1fffff,1,48.21712239705796,11.523937380916545
601,881f8d78adfffff,0,48.0301639506838,11.678500810005442
602,881f88b219fffff,0,47.969070987382324,11.296079625277455
603,881f8d4ec5fffff,0,48.094503347061796,11.426251925635391
604,881f8d78ebfffff,0,48.051328051050646,11.681336749229827
605,881f88b2cdfffff,0,47.965727317647584,11.320032486833998
606,881f8d09e1fffff,0,48.25851521091281,11.58661373990866
607,881f8d4657fffff,0,48.243277015544905,11.490655977680198
608,881f8d792dfffff,0,48.000621766318126,11.532015597512993
609,881f18d431fffff,0,52.23050740735633,12.582914427221151
610,881f8d7807fffff,1,48.05223119486089,11.624391727870817
611,881f8d71b5fffff,1,48.119768308426174,11.7558245724784
612,881f8d4609fffff,1,48.239036501611466,11.469685193469324
613,881f8d724bfffff,0,48.271978592729546,11.69468773421852
614,881f8d7b19fffff,0,48.081877449751595,11.567197997927371
615,881f8d7267fffff,0,48.239061297814196,11.673900183196515
616,881e15b719fffff,0,48.22034660375466,16.359968015411443
617,881f8d0825fffff,1,48.28890082355317,11.574322672932855
618,881f8d7235fffff,0,48.22635331247717,11.713053121310445
619,881f8d4d17fffff,0,47.99543046607764,11.36452246161104
620,881faba813fffff,0,49.4216675437134,11.185740245680282
621,881f8d7aadfffff,1,48.08351826039481,11.657107098036574
622,881f8d7953fffff,1,48.0361702171254,11.585584124613666
623,881f8d46d7fffff,0,48.231494118455096,11.574841608635742
624,881f8d7aa7fffff,1,48.074193560406634,11.672169654122017
625,881f8d46c5fffff,-1,48.230637359760415,11.529810691982782
626,881f8d4617fffff,0,48.22640352029686,11.508837601981574
627,881f88b765fffff,0,47.92685900871756,11.392221549529332
628,881f8d618dfffff,0,48.02555178920694,11.861364304191364
629,881f8d0833fffff,1,48.29565127279652,11.62836636046755
630,881f8d7227fffff,1,48.22215109840275,11.692054096333896
631,881f8d09e5fffff,1,48.252604642581325,11.577654679498155
632,8844dbd347fffff,1,35.49338595698376,-80.85886520178799
633,881f8d4731fffff,0,48.17311549842319,11.428386909121599
634,881f8d7ab7fffff,-1,48.07669137258328,11.70513041116239
635,881f8d68edfffff,0,47.92827021475899,11.787017378084236
636,881f8d6835fffff,0,47.918162134598596,11.757150068565682
637,8882a839e7fffff,0,-0.001440534907688159,11.591154733536841
638,881f1eb987fffff,-1,52.11810176176251,11.609752215448525
639,881f8894c7fffff,1,48.002807184559586,10.999823573826369
640,881f8d4739fffff,-1,48.18071500483167,11.42530463767995
641,881f8d7753fffff,0,48.2428938622188,11.899326807174564
642,8818e09035fffff,0,48.21802325668956,-11.598863790805792
643,881f8d4449fffff,0,48.202728881363456,11.473064088845723
644,881f8d7abbfffff,0,48.090224113652766,11.711030003117116
645,881f8d713dfffff,1,48.1393391908887,11.668666806173881
646,881f8d54a3fffff,-1,48.263491361352195,11.448411193782572
647,881f8d71ebfffff,1,48.14604172665706,11.722633487193166
648,881f8d6a0dfffff,0,47.996230198904364,11.714699862909281
649,881f8d7021fffff,0,48.176496271282815,11.710408680843292
650,881f1d4c69fffff,0,52.555479941095975,13.493186449084119
651,881f8d4e13fffff,0,48.0961812094411,11.414251600179382
652,881f8d456dfffff,1,48.13587841237873,11.386838219646572
653,881f8d4569fffff,-1,48.141807525752604,11.39576076776136
654,881f8d08cdfffff,0,48.32095861697888,11.652214163382897
655,881f8d7aa3fffff,1,48.08010756796915,11.68111858716835
656,881f8d71dbfffff,0,48.167952365184604,11.770520138037455
657,881f8d79cbfffff,0,48.02936525993661,11.633568732723422
658,881f8d631dfffff,0,48.09347303626479,11.788997234431129
659,881f8d6357fffff,0,48.10109616429266,11.785949879043862
660,881f8d4e17fffff,0,48.090250856694354,11.40533227122411
661,881f8d4ec1fffff,1,48.10043213125109,11.435174239768696
662,881f8d098dfffff,0,48.26273541504438,11.607607376783577
663,881f8d71e1fffff,1,48.14013393473995,11.713671828902962
664,881f8d7917fffff,0,48.013304487320724,11.594769381447811
665,881f8d7239fffff,1,48.23986276678017,11.71896610453283
666,881f8d4505fffff,1,48.130855219225175,11.42285596367695
667,881f8d7995fffff,0,48.00307639705492,11.666726644323088
668,881f8d4649fffff,0,48.25589920851221,11.451494844382568
669,8818610239fffff,0,48.195084399315114,0.001527719257468568
670,881f8d7b69fffff,1,48.076794941043744,11.501328011412857
671,881f8d54b1fffff,1,48.267735390622036,11.469385643350005
672,881f8d54a1fffff,0,48.265163597533345,11.436383132268112
673,881e15b71bfffff,0,48.21814028362891,16.372069504421386
674,881f1531d9fffff,0,53.4539047292533,9.980166065879752
675,881f8d6343fffff,1,48.104527497953605,11.76192552634283
676,881f8d7815fffff,1,48.056446172208226,11.645333382660198
677,881f8d7b67fffff,0,48.06156748742171,11.50747016027589
678,881f8d6355fffff,0,48.10281251969304,11.773937664872074
679,881f1a16e3fffff,0,51.294545682767456,12.449444229984927
680,881f8d711dfffff,0,48.158772718348416,11.683522394881432
681,881f8d7085fffff,0,48.17804237304376,11.800490127639204
682,881f8d462bfffff,0,48.21792491189727,11.466904358550998
683,881f8d559dfffff,0,48.24740119446223,11.409562260286004
684,881f8d7245fffff,1,48.2601720229348,11.676742661927776
685,881f8d7aabfffff,1,48.087727401158276,11.678062279631439
686,881f8d4695fffff,1,48.216291455093355,11.580983508181601
687,881f8d0905fffff,0,48.266938408017424,11.526457185822574
688,881f8d7143fffff,1,48.169787138219235,11.656424091429429
689,881f8d7ab5fffff,1,48.07840015817671,11.693124457834307
690,881f8d710bfffff,0,48.160475298258035,11.671503974562382
691,881f8d0867fffff,-1,48.30408821537661,11.568173647285112
692,881f8d4089fffff,0,48.15608705825501,11.344645421999175
693,881f8d735dfffff,0,48.22894484923243,11.643939316437452
694,881f8d79e7fffff,0,47.99635355660811,11.612880412809549
695,881f8d471dfffff,0,48.19423765399987,11.431154768056045
696,881f8d4465fffff,0,48.16976264213384,11.45241312930518
697,881f8d444dfffff,1,48.196807988448704,11.46412512326427
698,881f8d4187fffff,-1,48.09934633616481,11.288438826341194
699,881f8d41abfffff,1,48.09340809837545,11.27953407813726
700,881f8d4e27fffff,-1,48.068193670392056,11.35767847609531
701,881f8d780bfffff,1,48.06576943918618,11.630272819499655
702,881f8d1823fffff,0,48.411075546024094,11.467884449451638
703,881f8d70e3fffff,-1,48.17975667182766,11.788465193925811
704,881f8d70abfffff,-1,48.170426374164,11.803539319700837
705,881f8d70b9fffff,0,48.174609637424375,11.824540214399626
706,882e614725fffff,-1,35.002471686180904,135.77291246270372
707,881f8d7b13fffff,1,48.07256609495174,11.582265420534343
708,881f8d41bbfffff,-1,48.0960166755528,11.312432666404845
709,881f8d7a37fffff,1,48.08862398205801,11.621090510639515
710,881f8d4285fffff,1,48.1957285154377,11.317181948000018
711,881f8d705dfffff,1,48.217041300384864,11.728141057229235
712,881f8d7023fffff,1,48.17479024732179,11.722430813787835
713,881f8d60b3fffff,1,48.04638621721093,11.966250927360562
714,881f8d4459fffff,1,48.20528781791277,11.506045732263182
715,881fa199a3fffff,1,50.91767510487934,6.929718244498118
716,881f8d7109fffff,1,48.16217650041956,11.659485638980327
717,881f8d4087fffff,1,48.140889234890274,11.350821461709957
718,881f1eb9d3fffff,1,52.142304783815405,11.634910071880265
719,882042d029fffff,1,48.20225180413803,81.57219010910032
720,881f8d7991fffff,1,48.00899453998813,11.675666497775339
721,881f88ba9bfffff,1,47.819051318115655,11.289024348626638
722,881f8d7311fffff,2,48.21033881757847,11.674121563413987
723,881f8d7181fffff,2,48.14262278773607,11.746668808170757
724,881f8d4443fffff,1,48.19344966315824,11.488161141239045
725,881f8d4e87fffff,1,48.0759233786395,11.456405151162096
726,881faba4b9fffff,1,49.552996227403575,11.58093421686911
727,881f8d46dbfffff,1,48.24500577426176,11.580726537438903
728,881f8d08a3fffff,2,48.28127739691566,11.679586777345317
729,881f8d7209fffff,1,48.25677377065267,11.700811851129892
730,881f1a8861fffff,1,51.35253036743996,11.996792936121116
731,881f835509fffff,1,46.99074552601708,7.449286643911401
732,881faeb061fffff,1,50.30328101217399,8.51756704225897
733,881f8d7247fffff,1,48.258473587019196,11.688777214808201
734,881f8d455dfffff,1,48.15791378352389,11.434549706996478
735,881f8d799bfffff,1,48.014911790468844,11.684608102784056
736,881f8d4c99fffff,1,48.040409827092816,11.504684807148106
737,881f8d0921fffff,1,48.253428995549946,11.520581721252578
738,881f893311fffff,1,47.66005100235727,12.99682944307933
739,881f8d0821fffff,1,48.29480965167403,11.583285681768169
740,881f8d4607fffff,1,48.223844494765764,11.475846170556949
741,881f8d08a1fffff,1,48.28297376146231,11.667548834199511
742,881f8d71a9fffff,1,48.13080906059745,11.728742418900657
743,881f8d685bfffff,1,47.96645930228685,11.771807312371635
744,881f8d71cbfffff,2,48.16546917913046,11.737507840124824
745,881f1d480dfffff,1,52.536979736052416,13.271076217733679
746,881f8d78b7fffff,1,48.02331777548779,11.726492652491268
747,881f88b6c1fffff,1,47.981982069130865,11.56211927315784
748,881f8d54a7fffff,1,48.25757213816378,11.43946790603839
749,881f8d6b4bfffff,2,47.97598003380668,11.654961536633133
750,881f8d7051fffff,1,48.215335275021936,11.74017020539545
751,881f8d7821fffff,1,48.04039198223903,11.606515582296378
752,881f8d98b1fffff,1,48.77406357115268,11.421720174080626
753,881f8d4d15fffff,1,47.99710637050658,11.352539846249812
754,881f8d788dfffff,1,48.04961926076171,11.69333804008777
755,881e36c037fffff,1,49.45120195743842,11.865984858219646
756,881f1a9651fffff,1,51.68539128474454,12.245074699453147
757,881f8345c7fffff,1,46.868064029028034,7.6477031655001015
758,881f8d7a8bfffff,1,48.1071708311814,11.692910712481423
759,881f1178b3fffff,1,52.288813289675666,10.45955475547945
760,881f8d4713fffff,1,48.19088620321852,11.455187922589136
761,881f8d09b7fffff,1,48.23654807466435,11.640873675993557
762,881f8d7343fffff,1,48.223036402859165,11.634977024667156
763,881f8d0939fffff,1,48.263573267262124,11.550519521742368
764,881f8d4e11fffff,1,48.097857698076794,11.402251381783227
765,881f899207fffff,1,48.156514875716944,12.296599506420915
766,881e3299a3fffff,1,48.84586868265522,12.972132672228195
767,882c052dc5fffff,1,40.80039985453649,44.48743890699806
768,881f18b251fffff,1,52.49139490423749,13.411677715962028
769,881f8d446dfffff,1,48.177363534516644,11.449333098812003
770,881f8d6507fffff,1,48.045312495054574,12.023270816879222
771,881f8d7101fffff,1,48.15456496314742,11.662546607190073
772,881f8d0899fffff,1,48.312480245896985,11.712432992365356
773,881f106825fffff,1,52.02295035103852,8.761276673583405
774,881f8d7915fffff,1,48.01500436234189,11.58277681702676
775,881f8d4e3bfffff,1,48.084319617093094,11.396414703422261
776,881f8d0917fffff,1,48.26779967378202,11.571509218881626
777,881f8d7867fffff,1,48.04971175346982,11.591455987955971
778,881f8d6341fffff,1,48.1062410991333,11.749913464511344
779,881f8d78abfffff,1,48.0343697249748,11.699444302260487
780,881f8d0a29fffff,1,48.35553585639861,11.55867996259297
781,881f8d7959fffff,1,48.04548744756071,11.570524171144385
782,881f8d7845fffff,1,48.0708689931676,11.594267134403617
783,881f8d6351fffff,1,48.10871839473102,11.782901946485033
784,881f8d71b9fffff,1,48.13329330147763,11.761737957571219
785,881f8d4c9dfffff,1,48.03448232423373,11.49576137886322
786,881f8d419bfffff,1,48.115489566153904,11.327164210329205
787,881f8d465dfffff,1,48.25254921445499,11.475549032773129
788,881f8d4561fffff,1,48.1342053892689,11.398844026161102
789,881f8d6a49fffff,1,48.019116602964736,11.705548256469395
790,881f8d78b9fffff,1,48.038571858296194,11.72039203996225
791,881f8d445dfffff,1,48.19936918724747,11.49710255459061
792,881f8d7a81fffff,1,48.10125903179341,11.683957175445235
793,881f8d445bfffff,1,48.20360522002874,11.518066338219638
794,881f8d092bfffff,1,48.25934320964761,11.529534130131136
